"","AAPL","MSFT","GOOGL","NKE","KO","TSLA","JNJ","V","GS","NFLX","AMT"
"9",-0.0382132199400917,-0.0293071337626327,-0.0332708613316317,-0.0150144032362758,-0.0540544002126802,-0.047408076998134,-0.0278418234112294,-0.0373771826824241,-0.0457861417691179,-0.0872201141495585,-0.0384802624234419
"10",0.0201159117158154,-0.00788255362839241,-0.00400906155047265,0.000310649429984711,0.00382983411853344,0.0229071177187845,0.00361082160370074,-0.00264315918594704,0.0421193204449182,-0.038759288798297,-0.00476983869596115
"11",-0.00275861271811451,0.0283705775079346,0.0351179095404701,0.0416916846182072,-0.000987583812284143,0.0352666134950375,0.0205106481595028,0.0146372823731431,0.00371871660993328,0.0461332958199563,0.0317887639270404
"12",-0.0180000973018317,-0.0536267271736519,-0.0403502755794896,-0.00318443106121569,0.00197482565833429,-0.0663512279406229,-0.0134280378280653,-0.0255087874902431,-0.0174560233173766,-0.0505154247779798,-0.0314697795855654
"13",0.00935889536320023,0.0185187381918666,-0.0106205395042327,0.00507026354423301,0.00834934726000913,0.095420936163646,-0.00438343645550443,0.0165262808577795,0.0241255807367819,0.0574956699447116,0.0293097784693117
"14",0.00935123377844516,0.0200774858571244,-0.0143137103457964,-0.0100661302849523,-0.012055866065892,0.000770108341309417,0.00438343645550443,-0.0124072176836778,0.043394283425509,0.074444588206255,-0.0141890850754551
"15",0.0144088909860995,0.0171262962494714,0.0149330433580581,0.00320018091139129,0.0222750663585174,0.0543584100712189,-0.00169134462744935,0.0348604127820389,-0.0139201444137136,0.159502531986646,0.00784940892864139
"16",0.00015536478504119,0.13207683004167,0.0219895945330641,0.000199561933494241,-0.0200498868877079,0.0575963458025197,-0.000398323251508792,-0.00990074204373226,0.00120951199719332,0.00922784877877092,-0.0254458296958013
"17",-0.028623785617695,-0.0583342272072165,-0.0479995827304212,0.000498849836197301,0.00419009650364277,-0.00872804096789537,-0.0122270129764406,-0.0251119971994846,-0.0117021542929727,-0.00411258295073313,-0.0069755581679507
"18",0.0121359337107254,0.028752812481418,0.00820801748987821,0.0191724988367685,0.00954646327619857,0.053854781189572,0.0138193548978602,0.0461276770312162,0.0260525322123346,0.0343171453133699,0.000861130816459443
"19",0.0316344936247606,0.00542757804083216,0.0238472468583604,0.023698972567221,0.00728149047027316,0.00479977523524378,0.0298823760743039,0.0163257726620607,0.0179582179560285,0.0689664644219565,0.0147392268221909
"20",0.0131376494901385,-0.00273599999529051,0.00301801094721021,-0.0196028243362174,-0.0050920068784075,0.0286423979757786,-0.0166668990938721,-0.00315753650589734,0.0195571074324699,0.00804436750067161,0.00296433807937735
"21",-0.0185341938261576,-0.0232394176403088,-0.00450328565397085,-0.00342729735188385,-0.0134588465262957,-0.0222377829571938,-0.0191644407101146,-0.0195979714078574,0.00186867274596736,-0.00177315042260773,0.000739437009046107
"22",-0.0059702565590154,0.00172390191658156,-0.00299521885312837,0.0187539552804141,-0.00392920053664536,0.0220788520416941,0.000100923433489442,0.0207474701094252,0.0239837111661982,0.0623236032076573,-0.0132916195255115
"23",-0.00553654173852935,0.00601100164637769,0.0111009436492289,0.0202024976021655,0.0136224464470831,0.040839397016506,0.0112226843092493,-0.00201242634934395,0.00308049327389615,-0.00370238822478441,0.0338479653718933
"24",-0.00297617181721366,-0.0231683065655748,0.00317733392123953,-0.00738565794056401,-0.0156197496510919,0.026005837793833,-0.0124323666614421,-0.0127423984584718,-0.00832923230615901,0.00156687943212042,-0.0150848185798802
"25",-0.00834843931114904,-0.027764107767553,-0.0191990987077948,0.0432444664442282,-0.0133317093872773,0.0409305886480413,-0.00688421004159778,-0.00555328338412586,-0.0171559828701096,-0.00896752291617009,0.00179279558343026
"26",-0.0253097702770306,0.00471855734317739,0.0158958983306987,0.00589870103634471,0.0225347268418505,-0.0774539116926145,0.0110115467072776,0.00263426303808689,-0.00965464464748944,0.0332987571498791,0.005359085263132
"27",0.0501488979769507,0.0440716092507829,0.229571185504206,0.0204197031013491,0.0210687738430533,0.0581269233769004,0.00551095825827375,0.035323371991514,0.0251175604784537,0.165865511519811,0.0159070501770842
"28",-0.0403013716538574,-0.014693581586168,-0.0662533035271626,0.0016831846930434,-0.0198312281585848,-0.034258187143057,-0.009335872721282,0.0538294682748912,-0.0243454682342978,-0.0484678426696243,-0.00165160365353945
"29",-0.0260387327980722,0.0164080710885779,0.00416076566576828,0.0195438538045978,0.0157017103109149,0.00278429702815863,0.0106339906292074,0.00719325216883338,-0.0110568149115426,0.0444517816576875,-0.0175097078880757
"30",-0.0443072089259413,0.000855986517029894,0.0104245925027593,-0.00618106994082801,0.0166567557438304,-0.0930171093154373,-0.0136643516663835,-0.0151124446572721,-0.00798017546597585,0.0774890234474963,0.0466303969934669
"31",0.00380182775514948,0.00554731394720509,0.036908722456281,-0.00131078585775768,-0.0125272378961605,0.0026354872833525,-0.000404507010994593,0.00177188004458539,-0.0070045048877585,-0.00105299918284363,0.0142480824330935
"32",-0.0920728370555395,-0.0807481008678752,-0.0680327701406682,-0.0677381888453801,-0.042591108499431,-0.0522569099763959,-0.0258236840142789,-0.0416808631596748,-0.073308765607778,-0.171343862651852,-0.0442989747849838
"33",0.0687783753940794,0.019770529896153,0.0240247491555778,0.0513402391024007,-0.00202587481843652,0.0739407137279162,-0.00408986149173174,0.0176818356133674,0.00349460229641085,0.123537879314446,-0.0341867501054312
"34",-0.0361292391381633,-0.0305083465919775,-0.0477023963523191,-0.0227624273117049,-0.0238564418592473,-0.0267137681267653,-0.0414044048948172,-0.0466118667047937,-0.0400455583169608,-0.174547684289786,-0.0485657347700013
"35",0.0538024629456535,0.0100408844914885,0.0366975301075785,0.019857885930624,-0.00233672751634773,0.0454916644870713,0.0217743949233515,0.0122154119845233,0.0195437467233237,-0.0318825744868683,-0.00213637962852165
"36",-0.0008674708072407,0.0245567040898913,0.0219948386915321,0.0408901818177339,0.0282071411677931,0.0425661978918637,-0.0020384723000344,0.0109383365019378,-0.00321268305277389,0.0470519041861621,0.0225053807869378
"37",-0.0243368056172137,-0.0187646137818853,-0.0662091013127784,0.0467615636588006,0.00863833119598079,-0.0615452574494495,-0.0190788799559627,-0.0519034110670482,-0.0579897052411171,-0.00830962366055399,-0.0358144057163692
