"","AAPL","MSFT","GOOGL","NKE","KO","TSLA","JNJ","V","GS","NFLX","AMT"
"1",0.0245132330545119,0.00919580662553643,-0.0544425246174101,0.0101019580041573,0.0211200619373821,-0.0576809525858156,0.00401853725163392,-0.0169419550544878,-0.0363151697602824,-0.0563134285973126,-0.00260881844226613
"2",-0.0537453625194172,-0.0201309538544971,0.0194520697975742,-0.0312531896722171,-0.0116200255258396,-0.0657601874034692,-0.00857664332962604,-0.0214180308812327,-0.0540166480055945,0.0244465580424131,-0.0200179170642816
"3",0.0670819207261839,0.0166520085414408,0.0514437545960993,0.0361329410076054,0.0110511667268542,0.0698192642518067,-0.0171088336755707,0.00619739071045311,0.0179991250151104,0.323768278379958,0.0445490538736029
"4",0.0488945426716514,-0.121888915934385,-0.00842148606349669,-0.0459783372410597,-0.0327903383427269,0.0212539578794482,-0.0139839727727724,-0.00463863402774845,-0.0273247977510779,-0.0122940009438149,-0.0384234129216229
"5",0.01317116843972,0.0261624857071772,-0.00548665894450739,-0.00815920474389131,-0.00865655238304963,0.0310040762538144,-0.0104134933306209,0.0396332019232224,0.0383496275173163,0.00453447086286207,-0.0117527725481384
"6",0.0677416581955073,0.0361224985880213,0.0297195801949977,0.00756815404134037,0.0140676541785298,-0.0603734122592097,0.00661452684281549,0.0222343991704217,0.0428052164301258,0.0606902220790144,-0.00496371757867997
"7",0.0339510430573393,0.0117026908636775,-0.0116694739546064,0.0387546730083652,0.00765377746114426,-0.00117445561963436,0.00960684087945385,0.00590689787425336,0.011578066417272,0.0104688692009636,-0.0163168590577345
"8",-0.021260323576926,-0.0183714849749131,0.0745196296474657,0.0297019383051371,0.0194636545341482,-0.022291877475182,0.0162859682561107,0.010386727066531,-0.00181821419869244,-0.00035795992676646,0.0383516556087882
"9",-0.0374923068221529,-0.0288818445144852,-0.0327234737046779,-0.0149022490947801,-0.0526194326044137,-0.0463018641010222,-0.0274578119587937,-0.0366872780597346,-0.0447537723836903,-0.0835246557611899,-0.0377493029508132
"10",0.020319600168291,-0.00785156777188434,-0.00400103599178359,0.000310697686516148,0.00383717730462352,0.0231715006305169,0.00361734847345052,-0.00263966911631963,0.0430189248083022,-0.0380177588196365,-0.00475848108054167
