"","AAPL","MSFT","GOOGL","NKE","KO","TSLA","JNJ","V","GS","NFLX","AMT"
"1",-0.0281714562263666,-0.00919597814612128,-0.0190539507485997,-0.0161000349565847,0,-0.0420409684455572,-0.00698442112379161,-0.0220738441467384,-0.0312230578649634,-0.0508970246931045,-0.0144479711943825
"2",9.41443431441424e-05,-0.0146772464138318,-0.0246794363377353,-0.00588252844820647,0.00759347125850285,0.00566421533628447,-0.00491394548192281,-0.00644334532102964,-0.0202293880169082,-0.0171205358671482,-0.00264678951993691
"3",0.0140222137988648,0.012705635239596,-0.00294098361988859,0.0206561962403424,0.0124826850544228,-0.00156190840500547,0.0220760602728376,0.0133979329078795,0.0149031353096443,0.00519184022530417,0.0105135814999555
"4",0.0384221595430616,0.0294178557006144,0.00348415322181528,0.0230841586666419,0.0120955765081285,-0.00156435177919778,0.00786273609413568,0.0134124181062774,0.015965291899857,0.0221882020524247,0.00929290921464454
"5",0.00107270676164695,-0.00840519918232541,-0.0122113190818361,-0.0110240633327933,-0.0110317880474745,-0.0188016337195336,-0.0136287050494537,-0.0148230838736257,-0.0153466686549558,-0.0154577441493876,-0.00510419246889526
"6",-0.0246408983784018,-0.0125024516396328,-0.00730939476391579,-0.00135417360279166,-0.00906353578544838,-0.0215329048082092,-0.00343082273077966,-0.00195763047384101,-0.0121694959755295,-0.0317653197092572,-0.00432536880916767
"7",0.00887896006048194,-0.00515030234594815,0.00953603148368276,-0.00886716732719772,-0.000234429124756463,0.0100885215842805,0.00172136431805714,0.00292270398267003,-0.000756527463557477,0.0155568926805549,-0.0111134615798283
"8",-0.00381063310042251,-0.00862830018499927,0.00823033080908742,-0.013682812335254,-0.00164217715024673,-0.0565973303158548,-0.00725481481702395,-0.0200166172781241,-0.0254152555727654,0.00138979586392285,-0.00633411099548498
"9",-0.0271404238452162,-0.0104437956249508,-0.00379495202083102,-0.00960417955035009,-0.00422890169393009,-0.00425556593492138,-0.0145192465645483,-0.00950856759786289,-0.00965447520505258,-0.00148033246977552,-0.0100758857056954
"10",-0.0077699972972366,0.0167110811487605,0.0127974048133965,0.00193957548920021,0.0035388934329974,0.00625423480101728,0.0151233618987952,0.00718983261279948,-0.00705912686778853,0.041944604913954,0.0118402322847504
"11",0.0257571164144534,0.00324362745707774,-0.00101872816601778,0.00666729382952069,0.0148131936009066,-0.00590459434154955,-0.0264319961287868,0.00741336287386063,-0.0090278072389044,0.0339716425507945,-0.00297673579276814
"12",0.00763424862107231,-0.0101315190765654,0.0204926461936699,-0.00106821162989956,0.00463404064021145,0.0241755333761144,0.00602219639323298,0.00171303840558301,0.00865466171893359,0.173394496904196,-0.00391233448662442
"13",0.0260155577216461,0.0263505260915704,0.0324948199429342,0.0250238879512152,0.00968643327175256,0.025690542155707,0.0182532504591821,0.00124385289031137,0.027603639730476,0.0468139370124165,0.0214987118791201
"14",0.0051604597821846,0.00106035407419491,0.00865438302624244,0.00323439311091578,-0.0107359863491824,-0.00163674242725775,-0.0150347991880088,0.00267855983350018,-0.00851421342148717,0.0210531157098648,0.00779083973482209
"15",0.00106196390243096,-0.00360291990939821,-0.00965033674693239,0.00197593212354175,-0.00715738827446333,0.0261314776226209,0.000587065399163089,-0.00681406302483756,-0.000388347787876331,0.0208018857916066,0.0216867373191274
"16",-0.0350134076087104,-0.0925337882046168,-0.0289350126695483,-0.0192010427474845,-0.014185895960375,-0.00275962236746552,-0.00166246899025657,-0.0215958390192011,-0.0217824528925163,0.0170414481485293,-0.0134629434795531
"17",0.0565328903229201,-0.0344583012672468,-0.0168076900938237,-0.012592362690133,-0.0110876617648319,-0.0320905184969414,-0.00597509143722796,-0.0184470639521855,-0.0194908373016767,-0.0257833396772131,-0.0150415027657782
"18",0.0311335898038758,0.0199076128366675,0.00156122787502677,0.0167183713577763,0.00429383487790269,0.0292421384672252,0.00886887501504674,0.00665699187231206,0.0169890893853952,0.00302854492583693,-0.00465186445429233
